"type","first_name","last_name","email"
"customer","Nicole","Peterson","nicole.peterson@sakilacustomer.org"
"customer","Nina","Soto","nina.soto@sakilacustomer.org"
"customer","Nora","Herrera","nora.herrera@sakilacustomer.org"
"customer","Norma","Gonzales","norma.gonzales@sakilacustomer.org"
"customer","Norman","Currier","norman.currier@sakilacustomer.org"
"customer","Olga","Jimenez","olga.jimenez@sakilacustomer.org"
"customer","Oscar","Aquino","oscar.aquino@sakilacustomer.org"
"customer","Pamela","Baker","pamela.baker@sakilacustomer.org"
"customer","Patricia","Johnson","patricia.johnson@sakilacustomer.org"
"customer","Patrick","Newsom","patrick.newsom@sakilacustomer.org"
"customer","Patsy","Davidson","patsy.davidson@sakilacustomer.org"
"customer","Paul","Trout","paul.trout@sakilacustomer.org"
"customer","Paula","Bryant","paula.bryant@sakilacustomer.org"
"customer","Pauline","Henry","pauline.henry@sakilacustomer.org"
"customer","Pearl","Garza","pearl.garza@sakilacustomer.org"
"customer","Pedro","Chestnut","pedro.chestnut@sakilacustomer.org"
"customer","Peggy","Myers","peggy.myers@sakilacustomer.org"
"customer","Penny","Neal","penny.neal@sakilacustomer.org"
"customer","Perry","Swafford","perry.swafford@sakilacustomer.org"
"customer","Peter","Menard","peter.menard@sakilacustomer.org"
"customer","Philip","Causey","philip.causey@sakilacustomer.org"
"customer","Phillip","Holm","phillip.holm@sakilacustomer.org"
"customer","Phyllis","Foster","phyllis.foster@sakilacustomer.org"
"customer","Priscilla","Lowe","priscilla.lowe@sakilacustomer.org"
"customer","Rachel","Barnes","rachel.barnes@sakilacustomer.org"
"customer","Rafael","Abney","rafael.abney@sakilacustomer.org"
"customer","Ralph","Madrigal","ralph.madrigal@sakilacustomer.org"
"customer","Ramon","Choate","ramon.choate@sakilacustomer.org"
"customer","Ramona","Hale","ramona.hale@sakilacustomer.org"
"customer","Randall","Neumann","randall.neumann@sakilacustomer.org"
"customer","Randy","Gaither","randy.gaither@sakilacustomer.org"
"customer","Raul","Fortier","raul.fortier@sakilacustomer.org"
"customer","Ray","Houle","ray.houle@sakilacustomer.org"
"customer","Raymond","Mcwhorter","raymond.mcwhorter@sakilacustomer.org"
"customer","Rebecca","Scott","rebecca.scott@sakilacustomer.org"
"customer","Regina","Berry","regina.berry@sakilacustomer.org"
"customer","Reginald","Kinder","reginald.kinder@sakilacustomer.org"
"customer","Rene","Mcalister","rene.mcalister@sakilacustomer.org"
"customer","Renee","Lane","renee.lane@sakilacustomer.org"
"customer","Rhonda","Kennedy","rhonda.kennedy@sakilacustomer.org"
"customer","Ricardo","Meador","ricardo.meador@sakilacustomer.org"
"customer","Richard","Mccrary","richard.mccrary@sakilacustomer.org"
"customer","Rick","Mattox","rick.mattox@sakilacustomer.org"
"customer","Ricky","Shelby","ricky.shelby@sakilacustomer.org"
"customer","Rita","Graham","rita.graham@sakilacustomer.org"
"customer","Robert","Baughman","robert.baughman@sakilacustomer.org"
"customer","Roberta","Harper","roberta.harper@sakilacustomer.org"
"customer","Roberto","Vu","roberto.vu@sakilacustomer.org"
"customer","Robin","Hayes","robin.hayes@sakilacustomer.org"
"customer","Rodney","Moeller","rodney.moeller@sakilacustomer.org"
"customer","Roger","Quintanilla","roger.quintanilla@sakilacustomer.org"
"customer","Roland","South","roland.south@sakilacustomer.org"
"customer","Ron","Deluca","ron.deluca@sakilacustomer.org"
"customer","Ronald","Weiner","ronald.weiner@sakilacustomer.org"
"customer","Ronnie","Ricketts","ronnie.ricketts@sakilacustomer.org"
"customer","Rosa","Reynolds","rosa.reynolds@sakilacustomer.org"
"customer","Rose","Howard","rose.howard@sakilacustomer.org"
"customer","Rosemary","Schmidt","rosemary.schmidt@sakilacustomer.org"
"customer","Ross","Grey","ross.grey@sakilacustomer.org"
"customer","Roy","Whiting","roy.whiting@sakilacustomer.org"
"customer","Ruben","Geary","ruben.geary@sakilacustomer.org"
"customer","Ruby","Washington","ruby.washington@sakilacustomer.org"
"customer","Russell","Brinson","russell.brinson@sakilacustomer.org"
"customer","Ruth","Martinez","ruth.martinez@sakilacustomer.org"
"customer","Ryan","Salisbury","ryan.salisbury@sakilacustomer.org"
"customer","Sally","Pierce","sally.pierce@sakilacustomer.org"
"customer","Salvador","Teel","salvador.teel@sakilacustomer.org"
"customer","Sam","Mcduffie","sam.mcduffie@sakilacustomer.org"
"customer","Samantha","Duncan","samantha.duncan@sakilacustomer.org"
"customer","Samuel","Marlow","samuel.marlow@sakilacustomer.org"
"customer","Sandra","Martin","sandra.martin@sakilacustomer.org"
"customer","Sara","Perry","sara.perry@sakilacustomer.org"
"customer","Sarah","Lewis","sarah.lewis@sakilacustomer.org"
"customer","Scott","Shelley","scott.shelley@sakilacustomer.org"
"customer","Sean","Douglass","sean.douglass@sakilacustomer.org"
"customer","Sergio","Stanfield","sergio.stanfield@sakilacustomer.org"
"customer","Seth","Hannon","seth.hannon@sakilacustomer.org"
"customer","Shane","Millard","shane.millard@sakilacustomer.org"
"customer","Shannon","Freeman","shannon.freeman@sakilacustomer.org"
"customer","Sharon","Robinson","sharon.robinson@sakilacustomer.org"
"customer","Shawn","Heaton","shawn.heaton@sakilacustomer.org"
"customer","Sheila","Wells","sheila.wells@sakilacustomer.org"
"customer","Shelly","Watts","shelly.watts@sakilacustomer.org"
"customer","Sherri","Rhodes","sherri.rhodes@sakilacustomer.org"
"customer","Sherry","Marshall","sherry.marshall@sakilacustomer.org"
"customer","Shirley","Allen","shirley.allen@sakilacustomer.org"
"customer","Sidney","Burleson","sidney.burleson@sakilacustomer.org"
"customer","Sonia","Gregory","sonia.gregory@sakilacustomer.org"
"customer","Stacey","Montgomery","stacey.montgomery@sakilacustomer.org"
"customer","Stacy","Cunningham","stacy.cunningham@sakilacustomer.org"
"customer","Stanley","Scroggins","stanley.scroggins@sakilacustomer.org"
"customer","Stella","Moreno","stella.moreno@sakilacustomer.org"
"customer","Stephanie","Mitchell","stephanie.mitchell@sakilacustomer.org"
"customer","Stephen","Qualls","stephen.qualls@sakilacustomer.org"
"customer","Steve","Mackenzie","steve.mackenzie@sakilacustomer.org"
"customer","Steven","Curley","steven.curley@sakilacustomer.org"
"customer","Sue","Peters","sue.peters@sakilacustomer.org"
"customer","Susan","Wilson","susan.wilson@sakilacustomer.org"
"customer","Suzanne","Nichols","suzanne.nichols@sakilacustomer.org"
"customer","Sylvia","Ortiz","sylvia.ortiz@sakilacustomer.org"
"customer","Tamara","Nguyen","tamara.nguyen@sakilacustomer.org"
"customer","Tammy","Sanders","tammy.sanders@sakilacustomer.org"
"customer","Tanya","Gilbert","tanya.gilbert@sakilacustomer.org"
"customer","Tara","Ryan","tara.ryan@sakilacustomer.org"
"customer","Ted","Breaux","ted.breaux@sakilacustomer.org"
"customer","Teresa","Rogers","teresa.rogers@sakilacustomer.org"
"customer","Terrance","Roush","terrance.roush@sakilacustomer.org"
"customer","Terrence","Gunderson","terrence.gunderson@sakilacustomer.org"
"customer","Terri","Vasquez","terri.vasquez@sakilacustomer.org"
"customer","Terry","Carlson","terry.carlson@sakilacustomer.org"
"customer","Terry","Grissom","terry.grissom@sakilacustomer.org"
"customer","Thelma","Murray","thelma.murray@sakilacustomer.org"
"customer","Theodore","Culp","theodore.culp@sakilacustomer.org"
"customer","Theresa","Watson","theresa.watson@sakilacustomer.org"
"customer","Thomas","Grigsby","thomas.grigsby@sakilacustomer.org"
"customer","Tiffany","Jordan","tiffany.jordan@sakilacustomer.org"
"customer","Tim","Cary","tim.cary@sakilacustomer.org"
"customer","Timothy","Bunn","timothy.bunn@sakilacustomer.org"
"customer","Tina","Simmons","tina.simmons@sakilacustomer.org"
"customer","Todd","Tan","todd.tan@sakilacustomer.org"
"customer","Tom","Milner","tom.milner@sakilacustomer.org"
"customer","Tommy","Collazo","tommy.collazo@sakilacustomer.org"
"customer","Toni","Holt","toni.holt@sakilacustomer.org"
"customer","Tony","Carranza","tony.carranza@sakilacustomer.org"
"customer","Tonya","Chapman","tonya.chapman@sakilacustomer.org"
"customer","Tracey","Barrett","tracey.barrett@sakilacustomer.org"
"customer","Tracy","Cole","tracy.cole@sakilacustomer.org"
"customer","Tracy","Herrmann","tracy.herrmann@sakilacustomer.org"
"customer","Travis","Estep","travis.estep@sakilacustomer.org"
"customer","Troy","Quigley","troy.quigley@sakilacustomer.org"
"customer","Tyler","Wren","tyler.wren@sakilacustomer.org"
"customer","Tyrone","Asher","tyrone.asher@sakilacustomer.org"
"customer","Valerie","Black","valerie.black@sakilacustomer.org"
"customer","Vanessa","Sims","vanessa.sims@sakilacustomer.org"
"customer","Velma","Lucas","velma.lucas@sakilacustomer.org"
"customer","Vera","Mccoy","vera.mccoy@sakilacustomer.org"
"customer","Vernon","Chapa","vernon.chapa@sakilacustomer.org"
"customer","Veronica","Stone","veronica.stone@sakilacustomer.org"
"customer","Vicki","Fields","vicki.fields@sakilacustomer.org"
"customer","Vickie","Brewer","vickie.brewer@sakilacustomer.org"
"customer","Victor","Barkley","victor.barkley@sakilacustomer.org"
"customer","Victoria","Gibson","victoria.gibson@sakilacustomer.org"
"customer","Vincent","Ralston","vincent.ralston@sakilacustomer.org"
"customer","Viola","Hanson","viola.hanson@sakilacustomer.org"
"customer","Violet","Rodriquez","violet.rodriquez@sakilacustomer.org"
"customer","Virgil","Wofford","virgil.wofford@sakilacustomer.org"
"customer","Virginia","Green","virginia.green@sakilacustomer.org"
"customer","Vivian","Ruiz","vivian.ruiz@sakilacustomer.org"
"customer","Wade","Delvalle","wade.delvalle@sakilacustomer.org"
"customer","Wallace","Slone","wallace.slone@sakilacustomer.org"
"customer","Walter","Perryman","walter.perryman@sakilacustomer.org"
"customer","Wanda","Patterson","wanda.patterson@sakilacustomer.org"
"customer","Warren","Sherrod","warren.sherrod@sakilacustomer.org"
"customer","Wayne","Truong","wayne.truong@sakilacustomer.org"
"customer","Wendy","Harrison","wendy.harrison@sakilacustomer.org"
"customer","Wesley","Bull","wesley.bull@sakilacustomer.org"
"customer","Willard","Lumpkin","willard.lumpkin@sakilacustomer.org"
"customer","William","Satterfield","william.satterfield@sakilacustomer.org"
"customer","Willie","Howell","willie.howell@sakilacustomer.org"
"customer","Willie","Markham","willie.markham@sakilacustomer.org"
"customer","Wilma","Richards","wilma.richards@sakilacustomer.org"
"customer","Yolanda","Weaver","yolanda.weaver@sakilacustomer.org"
"customer","Yvonne","Watkins","yvonne.watkins@sakilacustomer.org"
"customer","Zachary","Hite","zachary.hite@sakilacustomer.org"
